Name,md5,Machine,SizeOfOptionalHeader,Characteristics,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,BaseOfData,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,SizeOfImage,SizeOfHeaders,CheckSum,Subsystem,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,NumberOfRvaAndSizes,SectionsNb,SectionsMeanEntropy,ResourcesNb,ResourcesMeanEntropy,LoadConfigurationSize
508821549db3334cccd6d492e17b29343ea5d0bda03379188c083e8c2217c291.exe,3fb477ee2214bf2d4ed7df2d23f159e8,34404,240,558,2,38,103936,5979648,7680,5296,4096,0,5368709120,4096,512,4,0,0,0,5,2,6012928,1024,5986738,2,352,2097152,4096,1048576,4096,0,16,11,3.7342916733042,2,4.3206182165356966,0
237d663dcb7a045cd78cd15313cf67a298b5c47de7205124b228f0378f1a8766.exe,898c243ad0e16448d1d9c3a88b4b6e0b,34404,240,546,14,26,1824768,7073280,0,8925774,4096,0,5368709120,4096,4096,6,0,0,0,6,0,12028832,512,4164532,3,33056,1048576,4096,1048576,4096,0,16,3,3.0868165921686113,26,3.985885992643454,0
af1e97dda5734973a94776e4631957dfd42a8675c966fff64d97aef3dacfbcab.exe,efa492099e215a4ea44f157cbc62f081,332,224,258,14,0,2854400,6618624,0,2077686,4096,2859008,4194304,4096,512,5,1,0,0,5,1,9531392,1024,0,2,33088,1048576,4096,1048576,4096,0,16,8,4.500943051737162,20,5.623881301107706,92
a2d7b3a0425ac23b1fda3c12674ead2d7cd06ac36ce98b5fe04e1469d618ce3a.exe,745151dec6f55a4a45c07f5f4e600dda,34404,240,34,14,0,41984,5228032,0,4416,4096,0,5368709120,4096,512,6,0,0,0,6,0,5304320,1024,0,2,33120,1048576,4096,1048576,4096,0,16,8,3.128742273861512,1,3.4075943086420013,312
4d3a8405faa404bdde9757e683d42f31b2b72423e4220eaa1d866503f2fdcdcc.exe,14e415c03a400f66212bc4acba56e5cf,332,224,259,10,0,126976,3096064,0,23789,4096,131072,4194304,4096,512,5,1,0,0,5,1,3215360,1024,325997,2,32768,1048576,4096,1048576,4096,0,16,3,5.36970442726873,27,3.031538310703388,72
402118a1fe9e2e3c12ba4e931e9e3afeeb464e0bd5cf075e926062c7a7255d87.exe,a0bf63eab17aa9609439d4cdbf5118fa,34404,240,34,14,37,1017344,773120,0,427864,4096,0,5368709120,4096,512,6,0,0,0,6,0,1859584,1024,1819884,2,33120,1048576,4096,1048576,4096,0,16,8,5.170741834029096,1,3.5909229316013254,320
e479db70018c1524ad4e7134186c418a043d815e13bf29b0b667a4928e6d8cde.exe,048f76b5840dc202d8d029645c60c5a7,34404,240,34,14,0,25088,2617344,0,4416,4096,0,5368709120,4096,512,6,0,0,0,6,0,2670592,1024,0,2,33120,1048576,4096,1048576,4096,0,16,7,3.132233936396563,0,0.0,312
f038f6caf4194e8382830057a069646a213fd2d3bd30855d7ae59c052019bb25.exe,d0fc461b72469a7863f1cfc160289437,34404,240,34,14,0,40960,5228544,0,4416,4096,0,5368709120,4096,512,6,0,0,0,6,0,5300224,1024,0,2,33120,1048576,4096,1048576,4096,0,16,8,3.1295684080195953,1,3.4075943086420013,312
e380b0d418c625aa7113b56ed438fa707ee2504d10d4a836560b5948805dc9b9.exe,ba7759931a7e95a2f0d65778eaf0e699,34404,240,34,14,37,2416640,1445888,0,439900,4096,0,5368709120,4096,512,6,0,0,0,6,0,3883008,1024,3857673,2,33120,1048576,4096,1048576,4096,0,16,7,5.363283342076299,0,0.0,320
304a4f68bfff226a2049f6c5b38f915487ac75f5b6b62e74d17114bb05669c49.exe,1c38258e33ab23bead674c34db28e23d,34404,240,46,8,0,1320960,306176,0,0,8192,0,4194304,8192,512,4,0,0,0,4,0,1646592,512,0,2,34144,4194304,16384,1048576,8192,0,16,2,5.271150573316087,12,3.622812481629096,0
c35d5fb22d47e276e38fde699fc3b1e88e60a708d85b6ebea69815dec5d4883e.exe,f561ee026ad652bed5d2dbca19b0f6da,34404,240,34,48,0,12410,3072,0,0,8192,0,4194304,8192,512,4,0,0,0,4,0,32768,512,0,3,34144,1048576,4096,1048576,4096,0,16,2,4.989466308604275,3,4.008497319458052,0
8ab1953675c219c460f81c7184bad4dd82775d58fc7c3504ff00f7af46b09aa3.exe,d210f774eba07788bfb68450a199ed67,332,224,783,3,4,51472,1540,9456,55472,4096,57344,4194304,4096,512,4,0,1,0,4,0,1650688,1024,0,3,0,16777216,4096,1048576,4096,0,16,0,0.0,0,0.0,0
717dfc6fa41b8517420dfef7b8685f5ae3fe4754806229a6e794fec562e5deff.exe,4ebecfe32b68b7979873ddb9053cda4e,332,224,33166,2,25,78336,24765440,0,80096,4096,86016,4194304,4096,512,4,0,0,0,4,0,24870912,1024,0,2,0,1048576,16384,1048576,4096,0,16,8,3.617061904247448,35,4.180721777577266,0
837dffb54752ca9109578cf3037add8ae8513839fc090245c15e674687ba438f.exe,246a9ee58dee68350e99d200bcb41345,34404,240,34,14,33,287744,202752,0,207680,4096,0,5368709120,4096,512,5,2,0,0,5,2,516096,1024,0,2,49504,1048576,4096,1048576,4096,0,16,8,4.850972433860774,28,4.0997098429214445,320
c89c74a42dc7e8ba62490a3f73f031caec9ec3579bc69d169abc2bfd2e3719d2.exe,ac5a067a49c0347a26cb08dbf77f45b2,34404,240,558,2,40,31232,5633024,9728,4861,4096,0,5368709120,4096,512,4,0,0,0,5,2,5672960,1024,5694209,2,352,2097152,4096,1048576,4096,0,16,11,3.230163074556239,2,4.303270216630282,0
2ea5e2feaf74e9ea6d7760ae2a20742a8861157607584e566e32b1ba329d378a.exe,74595855031cc4eb18b48346f876cd2e,34404,240,34,12,0,689152,15657984,0,25248888,4096,0,5368709120,4096,512,5,2,0,0,5,2,30076928,1024,20772819,2,33120,4194304,4096,4194304,4096,0,16,12,5.417221313007733,11,3.8103014541622637,0
8c8309f3b33e6d54b214c8d297f50f914bdf2261e03bfaddca17d437bfa3b912.exe,47f7e7323c46e49f8f39326269d7b119,332,224,258,14,32,150016,210432,0,39476,4096,155648,4194304,4096,512,6,0,0,0,6,0,372736,1024,363256,2,33088,1048576,4096,1048576,4096,0,16,5,6.114542885743369,1,4.945324705906457,192
cb17edd2f1497ec1f54b46d1aa36227b2d6b7a856f3e28771e3aee5e855485db.exe,550df332f73bf3d4477a7db99407bc25,332,224,258,14,16,93184,34304,0,51889,4096,98304,4194304,4096,512,6,0,0,0,6,0,139264,1024,0,2,33088,1048576,4096,1048576,4096,0,16,4,4.963144756555106,0,0.0,160
0a153b848c6564bbe1b1e71a15f4b9d8fe40e147e6fbd9ba0b86b128f41e3ec1.exe,f5bb39a78aa7b1d1bcb2d876add8c356,332,224,259,9,0,253952,8192,499712,755776,503808,757760,4194304,4096,512,5,0,0,0,5,0,765952,4096,0,2,32768,1048576,4096,1048576,4096,0,16,3,3.8860864998875377,23,5.907020663932805,72
896f52874ec498aba7912b3c0d313c576062349eae34916f107944672b6c3e65.exe,86f2d42c31de6b4ed2cd10e557c9673d,332,224,259,10,0,180736,3794944,0,32854,4096,188416,4194304,4096,512,5,1,0,0,5,1,3973120,1024,291716,2,32768,1048576,4096,1048576,4096,0,16,3,4.627532971915667,40,2.8380052593224816,72
1e97aba3bea70cedc575c7a181f1782ba7d8a3bd5859960bd46ea3a0663a95a2.exe,e9adf3fcd6efd04ad2d9fcbb0c652a5d,34404,240,34,14,0,17408,2577920,0,4416,4096,0,5368709120,4096,512,6,0,0,0,6,0,2625536,1024,0,2,33120,1048576,4096,1048576,4096,0,16,7,3.0836502193301456,0,0.0,312
cbc0c90dfd9f0a4c60d50b18802a3b62724706d819a6cb7940c73f4f6cb7b319.exe,edbbe60d5fc43c859be7363de9eb5798,34404,240,34,14,29,2053632,3732480,0,1854972,4096,0,5368709120,4096,512,6,0,0,0,6,0,5808128,1024,0,3,33120,1048576,4096,1048576,4096,0,16,7,5.0654309570214275,7,4.250093081681986,312
ef6249a3f7b21f60e30397f6030e09e575458ac3f8409458bf4b17f1eaf23cb4.exe,f85fa83b224e8d045dd3d13c0f3c41b1,332,224,258,48,0,1066345,6144,0,1074531,8192,1081344,4194304,8192,512,4,0,0,0,4,0,1097728,512,0,2,34144,1048576,4096,1048576,4096,0,16,3,3.9217573866194786,3,4.028627550550552,0
1620332c06cd6c058a9b3700abf70df9691e28eaf73dba49c4f57cde09e34b17.exe,198a95232ece160924476ec19486b9b1,332,224,259,9,0,74240,238080,0,13632,4096,81920,4194304,4096,512,5,0,0,0,5,0,319488,1024,311400,2,32768,1048576,4096,1048576,4096,0,16,4,4.514989902850562,30,4.429791347732723,72
9ba0d8679150cab617c8d68cc66928bf2259ea3987c02857980088ec76183248.exe,caf4115e5ae3573e18aae235385b3db7,34404,240,46,6,0,1652736,325120,0,0,8192,0,4194304,8192,512,4,0,0,0,4,0,1998848,1024,0,2,34112,1048576,4096,1048576,4096,0,15,3,5.906754311068036,82,2.683309656016264,0
3bc9c1d7f87f71c9e98fac63c2f10d2651f51848082a85d6b3550649e4289d56.exe,a3fb2b623f4490ae1979fea68cfe36d6,34404,240,46,48,0,4915200,331264,0,0,8192,0,4194304,8192,512,4,0,0,0,4,0,5259264,512,0,2,34112,4194304,16384,1048576,8192,0,16,2,6.9860257220886375,60,1.6457637705593844,0
86f57444e6f4a40378fd0959a54794c7384d04678f8c66dfb7801f3d0cfc0152.exe,675fc1b100d9a87acdb4ffb818708acd,34404,240,34,11,0,2007552,1536,0,0,8192,0,5368709120,8192,512,4,0,0,0,4,0,2031616,512,0,2,34112,4194304,16384,1048576,8192,0,16,2,5.846595183778447,2,4.06600063762833,0
ca6579429c235fd5475620d185625fa7342ed509a0944a047fb64da65377c0e8.exe,4e864604a184084226cb78e5ce2739a2,332,224,259,14,29,974336,80896,0,4096,4096,7,4194304,4096,512,6,0,0,0,6,0,1380352,1024,0,3,33024,1048576,4096,1048576,4096,0,16,7,6.805654201897385,0,0.0,0
3e8c625c24615c02438b4d0dac88772792b86e715d02df78e30a15e85a08b972.exe,d543754e6c054e141ca6602bd99fe078,34404,240,558,2,38,125440,6016512,11776,5296,4096,0,5368709120,4096,512,4,0,0,0,5,2,6053888,1024,6060983,2,352,2097152,4096,1048576,4096,0,16,11,3.726772868462931,2,4.199988368492206,0
cffe594f388c95373efc44bdcf206689ad7b86f385df2e1163fdf2d7741d4944.exe,996bbaf0041f6605b427db6802279c6a,34404,240,34,14,0,25088,2578944,0,4416,4096,0,5368709120,4096,512,6,0,0,0,6,0,2633728,1024,0,2,33120,1048576,4096,1048576,4096,0,16,7,3.133979959655582,0,0.0,312
e244f4b3b1614865dcd266ca2e057a1d7aa2a09c87bc1feb823fb1ac858f4fa2.exe,e6001aac5a3ee379149fd36bb6fb0d6f,34404,240,558,2,36,204288,4161536,4096,12917686,4096,0,5368709120,4096,512,5,2,0,0,5,2,17555456,1024,9884777,2,352,2097152,4096,1048576,4096,0,16,14,1.0770907611475793,1,5.135312379745971,0
e39efa0522faf090b0a070bdfd6558cf12e12dc3b20f8e6c05afe79b6505b822.exe,cc7a161c8929dd7413b92d6eaf0d473c,34404,240,34,14,0,26112,8339968,0,9161017,4096,0,5368709120,4096,512,6,0,0,0,6,0,16953344,1024,8312625,2,33120,1048576,4096,1048576,4096,0,16,11,1.7907528818911942,32,2.604302904187374,312
eff3947980ebc6efa781efa0aeeb1a8bd38c1521580102d28e00dbef73e38861.exe,6db3eda5e8be3115d2c8254e210c9628,34404,240,34,14,0,41984,5228032,0,4416,4096,0,5368709120,4096,512,6,0,0,0,6,0,5304320,1024,0,2,33120,1048576,4096,1048576,4096,0,16,8,3.128742273861512,1,3.4075943086420013,312
5cbc602e1850dce976f8f5a33a1b97aed7648f409892fc2a0da0900d3d97bb53.exe,757e71cfe4c154b16110208b4690a21e,332,224,258,9,0,212992,1720320,0,75520,4096,217088,4194304,4096,512,5,0,0,0,5,0,1945600,1024,401607,2,33024,1048576,4096,1048576,4096,0,16,5,4.823984429330504,29,3.8045600613612436,72
fa1a41ff82f9d6ca0473f9ac67f0d46e9576dd6608f9682d245f48ea872a3859.exe,35b4ade1f16cc38fad057a161bd278e0,332,224,270,6,0,5112832,273408,0,5120606,8192,5128192,4194304,8192,512,4,0,0,0,4,0,5423104,1024,5428084,2,0,1048576,4096,1048576,4096,0,14,4,3.9058149215848528,4,3.8537398565558583,0
1f87cc53b65d230d000fb5332e3d13a01bae16ed20c81656f5dc30a440daaf84.exe,6a7816f163760feea67462c5399e0ed2,34404,240,46,6,0,3630592,856064,0,0,8192,0,4194304,8192,512,4,0,0,0,4,0,4505600,1024,0,2,34112,1048576,4096,1048576,4096,0,15,3,6.211328882476515,94,4.075491681484948,0
90daff6ddaed3c5624b21e62f402c98e46d1fac4839ea42cc85ed7cfb50e95a0.exe,fcb65d780af7bb7d6fea9a87fdf05d5a,34404,240,34,11,0,2734592,1536,0,0,8192,0,5368709120,8192,512,4,0,0,0,4,0,2752512,512,0,2,34112,4194304,16384,1048576,8192,0,16,2,5.691663132393246,2,4.00211876752824,0
5484d55216ceafe66b1ccacf756cde61c508951c2eac190efcfb3204993e506f.exe,dc60a503fb8b36ab4c65cdfa5bd665a1,332,224,271,6,0,172032,589824,0,109762,4096,176128,4194304,4096,4096,4,0,0,0,4,0,864256,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,5.10096011367913,1,3.2384865640634297,0
47786ac8269182bbed75a3762ad6552d7b7140950b3d4d7b52eeef01ba10d439.exe,7c3f38b97e96800cf0ed638b8cf78dc9,34404,240,35,14,0,32768,13249536,0,16586899,4096,0,5368709120,4096,512,6,0,0,0,6,0,27693056,1024,0,2,33056,1048576,4096,1048576,4096,0,16,10,1.3691011147449825,8,4.321641584504108,312
16a11d885f34f4bb1efd610f77264287ae7b0d2504ff486cd5287fb9be5ecc0b.exe,801962c1e74a04cbfbd691581104a5a1,332,224,290,14,37,2595840,1084416,0,2028553,4096,2600960,4194304,4096,512,6,0,0,0,6,0,3735552,1024,4853593,2,33088,1048576,4096,1048576,4096,0,16,5,5.593553643753945,44,3.473839227062186,192
5f32944278c12140893093dff10bfae73cf3fe2a8a488b201b62f117871dac79.exe,debaf23a47befe830954d32487bc1335,34404,240,34,14,0,38912,5438976,0,4416,4096,0,5368709120,4096,512,6,0,0,0,6,0,5521408,1024,0,2,33120,1048576,4096,1048576,4096,0,16,8,3.126954294980432,1,3.41195010618094,312
231887ebc52651a300f14dd9a75309bddbe8f0962e76a80ee4516f010753c33a.exe,638a57912bbd14077917bbc1ab24ce0f,34404,240,34,14,0,41984,5228032,0,4416,4096,0,5368709120,4096,512,6,0,0,0,6,0,5304320,1024,0,2,33120,1048576,4096,1048576,4096,0,16,8,3.128742273861512,1,3.4075943086420013,312
a121eaf83f868e22b9a58496c91698bdd3cef759237320d87c2b7970767dcfa9.exe,7022b36e6e9b52313880f31fcf7344e7,34404,240,34,14,0,25088,2578944,0,4416,4096,0,5368709120,4096,512,6,0,0,0,6,0,2633728,1024,0,2,33120,1048576,4096,1048576,4096,0,16,7,3.134322907591912,0,0.0,312
06fa5fa8bb896a9caedf3bcd8fd502c3ea0b04cdb28625ed3d6c5789472a52ec.exe,cd2fb3e19fca203ab57a6c5f5e7083bf,332,224,783,2,34,37376,41472,175104,17338,4096,45056,4194304,4096,512,4,0,6,0,4,0,720896,1024,15744342,2,33088,2097152,4096,1048576,4096,0,16,7,3.5265583534810383,24,3.367071256467248,0
6b4d77b782e96c4ab27051e2c86457ee12c2f4921c0ca5ee44631b47eebece6c.exe,4bcdb368dbb9230a42c0f799077ee2c2,332,224,258,14,30,203776,116736,0,128304,4096,208896,4194304,4096,512,5,1,0,0,5,1,483328,1024,0,2,49472,1048576,4096,1048576,4096,0,16,6,5.5199907267528845,27,4.46823371980606,188
c4ac79bf17fc00f26e2acdeeb0466da96ed9b928df1dd99b8c865a872bb2143d.exe,d26c5ebd1d7fb1d5b8f8ef313d408b3a,332,224,302,48,0,40960,3072,0,48670,8192,49152,4194304,8192,512,4,0,0,0,6,0,65536,512,107748,2,34144,1048576,4096,1048576,4096,0,16,3,3.2039681291943687,3,3.4503338054154606,0
369147350ac3d138f942319a118713d1ce6d77dbec87986def4016d88f16cb48.exe,673bff7296dd2e4c0b564d405a1a0381,34404,240,558,2,38,109568,5998080,9728,5296,4096,0,5368709120,4096,512,4,0,0,0,5,2,6033408,1024,6052786,2,352,2097152,4096,1048576,4096,0,16,11,3.732695100262822,2,4.31820258368314,0
e592a2a4fe38427cf47ccced530fff2a0d50c3e2e5c518b2e3de485466cfba32.exe,efb0746970a55c9fa1f810f8bdeb8e56,332,224,290,14,0,125952,122368,0,31187,4096,131072,4194304,4096,512,5,1,0,0,5,1,323584,1024,0,2,33088,1048576,4096,1048576,4096,0,16,6,5.069970285617385,9,5.309401691984651,92
3a5854283ec8b747cb9bec546ba88ac630e65f00ecf77e25bb89d791c1c0005b.exe,b1274bf2b05820cbdf8c404723cf0c54,34404,240,558,2,40,31232,10356224,7680,4861,4096,0,5368709120,4096,512,4,0,0,0,5,2,10391552,1024,10361977,2,352,2097152,4096,1048576,4096,0,16,11,3.100020498497239,9,3.121259066857437,0
b2587af66ae9a2cc8daa61c4b752571509730679f8cd853344c6977dd63afaa0.exe,4abf4307d3c34c700ba5f3bfcc9d8fbe,34404,240,34,48,0,679936,1536,0,0,8192,0,5368709120,8192,512,4,0,0,0,6,0,696320,512,0,2,34144,4194304,16384,1048576,8192,0,16,2,5.962808567178247,2,4.088865247767587,0
1997cd20f0b324b17cef323d3c7a54e491157d240dfee6cc98bb0333c1d9833a.exe,935feecf2e55eeae4ffca6733e40ece5,332,224,33167,2,25,1054208,497152,0,1601536,4096,1060864,4194304,4096,512,5,0,6,0,5,0,1605040,1024,0,2,33024,1048576,16384,1048576,4096,0,16,9,3.7199581874014984,54,3.676395460671602,0
cfb899331aa5fefe8580a9272df61dbfcd29bcfb218081a4d071764ac2100777.exe,f011eab234c9d39f00d83efe77a6b1e2,34404,240,46,6,0,40960,2560,0,0,8192,0,4194304,8192,512,4,0,0,0,4,0,65536,1024,0,2,34112,1048576,4096,1048576,4096,0,16,3,5.447728800232187,2,4.153043231812484,0
282e89ab3858800c8fbce89effebd7b9f7b1c280a5ff7639767a6c520f85b350.exe,a82cbfdc35b514daf6c4ce754eb24ffb,332,224,33166,2,25,35840,15872,0,3753916,4096,45056,4194304,4096,512,4,0,0,0,4,0,3772416,1536,76864,2,0,2097152,32768,2097152,8192,0,16,12,4.777795157954645,9,2.7809970707024494,0
ffb92cccc894d79fa1d4c2207a5aa6c375e06d104bb145cbe7b07559dfbb1368.exe,f4e9ddb4986ec3f39cfba2277628e662,332,224,258,9,0,249344,1209344,0,109648,4096,253952,4194304,4096,512,5,0,0,0,5,0,1474560,1024,331551,2,33024,1048576,4096,1048576,4096,0,16,7,2.8540516774966207,28,3.69448976815182,72
9a4c96b227213b7049f851572487d42c994220bbf584f631bf347a507b684c1a.exe,1fecbc51b5620e578c48a12ebeb19bc2,34404,240,34,14,33,288768,165376,0,208608,4096,0,5368709120,4096,512,5,2,0,0,5,2,528384,1024,0,2,49504,1048576,4096,1048576,4096,0,16,8,4.658207597223326,29,4.043861571737045,320
9f2c2e2bcc9acf06fde3c0066db3befe4f89dad3cc66821c1633c5491eb10a5e.exe,9984a772edde2f48200fe346b4ef8547,332,224,782,2,38,844800,3137536,3584,5280,4096,851968,4194304,4096,512,4,0,1,0,4,0,3170304,1024,3181519,2,320,2097152,4096,1048576,4096,0,16,10,4.185766854504444,1,5.137929448278374,0
58a0a269e286ee4554d97726f930d6bd56ad9b5620b068ec98691b713cd04f27.exe,d7fd37f800f89ae61f410a8ac5bc0fed,34404,240,34,14,0,41984,5228032,0,4416,4096,0,5368709120,4096,512,6,0,0,0,6,0,5304320,1024,0,2,33120,1048576,4096,1048576,4096,0,16,8,3.1291670560947,1,3.4075943086420013,312
c1486f7d6f4eb24a73a36a0a6740ad29011ca0b958a5a88197593a2538f65829.exe,64e3bea4a36f3eb721e499c0a4bb1b6a,34404,240,34,14,0,69632,7119360,0,12763664,4096,0,5368709120,4096,512,6,0,0,0,6,0,15859712,1024,8498404,2,33120,1048576,4096,1048576,4096,0,16,14,4.699574931441241,1,3.460526011323796,0
508766b07ef4c3980ba5ae295b48d0640b821b15a42e734e23dd89b6c51e9ca0.exe,1cd31031e3919c7773c6512a01efbb99,332,224,259,9,0,253952,8192,499712,755776,503808,757760,4194304,4096,512,5,0,0,0,5,0,765952,4096,0,2,32768,1048576,4096,1048576,4096,0,16,3,3.8860864998875377,23,5.907020663932805,72
5690f5208387bba02ca4f4954d9d479c57ca556d553795d813603a2b1f83121b.exe,7ab7f16d648c579f0d5e50c938725989,34404,240,558,2,40,26624,42010112,4608,4861,4096,0,5368709120,4096,512,4,0,0,0,5,2,42049536,1024,42025275,2,352,2097152,4096,1048576,4096,0,16,11,3.4226656583917685,1,5.2288108587242785,0
5f7c6cdea3c4e825af1d796cbd34b2d45b2b6fabed130e717a30a6d871993f5d.exe,1417d38c40d85d1c4eb7fad3444ca069,34404,240,34,14,0,91648,5437952,0,4416,4096,0,5368709120,4096,512,6,0,0,0,6,0,5574656,1024,0,2,33120,1048576,4096,1048576,4096,0,16,8,3.270558983038562,1,3.3721621972745046,312
2e2c581253633922bad49a55766b54766aa0e421ec76d0be4a094c824ac3afbb.exe,0f572894e44ed746ec08db38cae7966b,332,224,270,6,0,18059776,2048,0,18067630,8192,18071552,4194304,8192,512,4,0,0,0,4,0,18096128,1024,18126911,2,0,1048576,4096,1048576,4096,0,14,4,3.4692407152879463,1,4.989560332352957,0
51ad6f28307707e2443713e2506ecb87ab29b5aa363912af90c9eeae0485709a.exe,6d98b7871d86beea10fd5c0d79b52d23,332,224,270,6,0,5016576,2048,0,5024718,8192,5029888,4194304,8192,512,4,0,0,0,4,0,5054464,1024,5053682,2,0,1048576,4096,1048576,4096,0,14,4,3.469061657328654,1,4.989560332352957,0
c9d3040999d108b0f59ed8a26c72d93b4a697d529538bca8a1b7750a614f0c9b.exe,91b9eba5f16065b7a50543d4bc3c5165,332,224,258,14,33,163328,145408,0,89568,4096,167936,4194304,4096,512,5,1,0,0,5,1,540672,1024,0,2,49472,1048576,4096,1048576,4096,0,16,6,5.01044199968431,21,4.0487183805343125,192
6e8a2bb7e28331d37016cdbf44cfdeb7baa06bb24eba3b26811121ef65198d07.exe,f10025942337e5dcde672c2567d54fc0,332,224,258,9,0,256000,1158144,0,111952,4096,262144,4194304,4096,512,5,0,0,0,5,0,1433600,1024,386165,2,32768,1048576,4096,1048576,4096,0,16,7,2.851238241543054,31,3.602821961661158,72
512ec746b8318aa67bb11aa498a94d0e9848c241e7296c46757dcf1997e28be4.exe,618f137baf526f754d3ee3885acb9c04,34404,240,34,14,37,622592,176640,0,510832,4096,0,5368709120,4096,512,6,0,0,0,6,0,819200,1024,0,2,33120,1048576,4096,1048576,4096,0,16,7,4.900162903509082,1,4.9116145157351045,320
bfc3633e1f0f1f2ca6be2607b90bd2514117fa74f0bd53f73ee4b9d3a2ef2acc.exe,9bc3f65193e2c4d9b8c6b2bd9d68ca53,332,224,258,8,0,2747392,5632,0,2755150,8192,2760704,4194304,8192,512,4,0,0,0,4,0,2777088,512,0,2,34144,1048576,4096,1048576,4096,0,16,3,3.789893223719408,2,4.302960905077054,0
69e09996eb1ae773ddb1f83f6142d2e6cad83070567a330275cfc66769256b4a.exe,1e22ab0b7a7c4f661c41c49229db2686,332,224,783,6,0,2048,12691968,0,5385,4096,12701696,4194304,4096,512,4,0,0,0,4,0,12709888,1024,12697155,2,0,1048576,4096,1048576,4096,0,16,4,4.22941110979127,1,4.878784894351337,0
216af63fedbf9379d7d2f6b52eb81d3b19a1310fa0cb365a6121788b2b48baa0.exe,f0615222efdb2699a7d869641bcf7eab,34404,240,46,48,0,5379584,130048,0,0,8192,0,4194304,8192,512,4,0,0,0,4,0,5521408,512,0,2,34112,4194304,16384,1048576,8192,0,16,2,7.182995689588977,85,2.186811892900338,0
b37e87a30c379dd3d84b2f9b5819cb32335d7230156d3ea01a7309502e9e6d0d.exe,cf0f283d3d66245cece6b39e8b19d960,332,224,270,6,0,5279744,164864,0,5287742,8192,5292032,4194304,8192,512,4,0,0,0,4,0,5472256,1024,5496788,2,0,1048576,4096,1048576,4096,0,14,4,3.681315478563487,11,4.404089521691166,0
4635a9149c53a2fbc072ceb338351d3b149e093cd43163e01d629bb016f8cd7c.exe,356279b22763084935165ad080b0ae9a,34404,240,35,14,0,33280,13436928,0,16649139,4096,0,5368709120,4096,512,6,0,0,0,6,0,26996736,1024,0,2,33056,1048576,4096,1048576,4096,0,16,10,1.4004362744799839,11,5.179597246109204,312
8e151d3b8fc16307e4641470ee811e0cef2974f7e4db03bed2c58d74dd952751.exe,c95dadf6b45e745ee57556f7717a60d8,332,224,290,14,0,125952,122368,0,31187,4096,131072,4194304,4096,512,5,1,0,0,5,1,323584,1024,0,2,33088,1048576,4096,1048576,4096,0,16,6,5.069970285617385,9,5.309401691984651,92
dbe5fb6a6d567628f7982723f21869f68508397ee6926116554aef37789014d8.exe,079d166295bafa2ab44902c8bf5ff2a5,34404,240,35,14,0,33280,13436416,0,25551065,4096,0,5368709120,4096,512,6,0,0,0,6,0,27242496,1024,0,2,33056,1048576,4096,1048576,4096,0,16,10,1.4022129521278104,11,5.177074791214344,312
7b56902168c8b72ffb3a30d61d5cdf5b4f5c29f9ca38d741526f0f5b048de275.exe,ed141dbb958f865e21d5758831074947,34404,240,34,14,0,33792,5230592,0,4416,4096,0,5368709120,4096,512,6,0,0,0,6,0,5300224,1024,0,2,33120,1048576,4096,1048576,4096,0,16,7,3.17340084186132,0,0.0,312
c6176fa396f754207c5caf2c6ed26b55312b17720e889055cde7d90ae84cf40d.exe,202bac6533237a8985a1b9df5dac9e59,332,224,259,8,0,102400,22016,0,103519,4096,106496,4194304,4096,512,4,0,0,0,4,0,147456,512,2636006,2,0,1048576,4096,1048576,4096,0,16,4,5.405923077903691,5,3.4870303221559533,0
db7fd782938292ae6d3e1ae892a1a1cfe84f5edca5bb99adc212710c41ec13b7.exe,f14fc4a357f7a9712ad9c32ffa9bc323,332,224,258,9,0,169984,813568,0,30063,4096,176128,4194304,4096,512,5,0,0,0,5,0,999424,1024,317262,2,33024,1048576,4096,1048576,4096,0,16,4,4.5490706039936,35,3.2362177365765126,72
0fa48a6368effe6c9373dd34f9f26bf7f0a2050aab330cefc5acc6de5030ecb6.exe,7494cccce30350832ac77113f3cf28d8,332,224,271,6,0,24064,118784,1024,12843,4096,28672,4194304,4096,512,4,0,6,0,4,0,266240,1024,0,2,34112,1048576,4096,1048576,4096,0,16,5,4.555575330626828,19,3.8741843986645383,0
93e51889c2813be1014bda1f46617d5060ef8ab7490c49846f0330774c9fc6df.exe,095222e26a5888c10cf88ae2f95f1ed9,34404,240,35,14,0,32768,13249536,0,16397456,4096,0,5368709120,4096,512,6,0,0,0,6,0,26857472,1024,0,2,33056,1048576,4096,1048576,4096,0,16,10,1.3707724287049659,8,4.321641584504108,312
d202ed020ed8e36bd8a0f5b571a19d386c12abecb2a28c989d50bbf92c78f54e.exe,99e291c244c7c4bc5d0f90840170813e,332,224,271,6,0,40960,20480,0,42895,4096,45056,4194304,4096,4096,4,0,0,0,4,0,65536,4096,0,2,0,1048576,4096,1048576,4096,0,16,4,3.7052722799325624,1,3.3951499396444422,0
